Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
Surf Excel Chocolate 250g,136.34,197,170.26,119,08-05-2025,14-05-2025
Coca-Cola Oil 500g,115.15,179,141.56,120,08-05-2025,14-05-2025
Tata Biscuit 100g,117.49,195,149.78,133,08-05-2025,14-05-2025
Nescafé Shampoo 6x250ml,269.72,264,345.1,200,08-05-2025,14-05-2025
Amul Sanitizer 100g,66.89,282,80.8,205,08-05-2025,14-05-2025
Cadbury Lentils 750g,143.73,351,168.1,322,08-05-2025,14-05-2025
Amul Ketchup 750g,30.22,344,33.76,290,08-05-2025,14-05-2025
Nescafé Noodles 250g,218.12,266,279.39,170,08-05-2025,14-05-2025
Maggi Chocolate 750g,283.71,161,359.36,119,08-05-2025,14-05-2025
Cadbury Ketchup 2kg,287.16,219,338.87,142,08-05-2025,14-05-2025
Colgate Noodles 750g,122.35,355,140.2,321,08-05-2025,14-05-2025
Coca-Cola Biscuit 1kg,192.45,277,228.52,213,08-05-2025,14-05-2025
Nestlé Biscuit 5kg,235.65,147,279.24,128,08-05-2025,14-05-2025
Haldiram Corn Flakes 1kg,228.41,303,280.38,215,08-05-2025,14-05-2025
Amul Energy Drink 250g,208.95,237,259.48,226,08-05-2025,14-05-2025
Tata Coffee 250g,222.09,392,249.99,315,08-05-2025,14-05-2025
Britannia Shampoo 750g,31.84,371,34.72,312,08-05-2025,14-05-2025
Coca-Cola Coffee 500g,263.23,180,321.91,126,08-05-2025,14-05-2025
Horlicks Salt 750g,143.82,203,187.19,165,08-05-2025,14-05-2025
Maggi Energy Drink 1L,21.74,297,28.15,216,08-05-2025,14-05-2025
Maggi Biscuit 1kg,168.13,375,202.08,366,08-05-2025,14-05-2025
Dettol Oil 250g,180.78,248,214.76,228,08-05-2025,14-05-2025
Nescafé Biscuit 500g,201.17,337,232.3,221,08-05-2025,14-05-2025
Lay's Detergent 100g,130.16,268,164.82,234,08-05-2025,14-05-2025
Nescafé Noodles 500g,115.37,207,145.16,148,08-05-2025,14-05-2025
Aashirvaad Atta 6x250ml,298.49,367,335.03,330,08-05-2025,14-05-2025
Nestlé Noodles 500g,256.82,188,307.02,142,08-05-2025,14-05-2025
Godrej Salt 6x250ml,263.79,325,317.56,241,08-05-2025,14-05-2025
Kellogg's Salt 500g,70.34,366,82.3,304,08-05-2025,14-05-2025
Coca-Cola Tea 1L,65.7,290,82.05,197,08-05-2025,14-05-2025
Haldiram Biscuit 100g,202.82,192,258.51,118,08-05-2025,14-05-2025
Pepsi Chips 1L,160.57,228,197.09,159,08-05-2025,14-05-2025
Kellogg's Shampoo 5kg,295.82,311,387.96,213,08-05-2025,14-05-2025
Surf Excel Oil 100g,194.14,185,240.21,122,08-05-2025,14-05-2025
Haldiram Biscuit 500g,191.25,324,244.1,201,08-05-2025,14-05-2025
Britannia Atta 1L,131.58,238,170.31,219,08-05-2025,14-05-2025
Parle Tea 500g,262.3,259,323.31,246,08-05-2025,14-05-2025
Lay's Lentils 2kg,42.99,308,50.25,258,08-05-2025,14-05-2025
Coca-Cola Salt 750g,250.02,388,274.65,366,08-05-2025,14-05-2025
Britannia Ketchup 100g,195.29,327,235.41,201,08-05-2025,14-05-2025
Dove Coffee 5kg,67.15,370,74.76,251,08-05-2025,14-05-2025
Kellogg's Salt 200g,22.68,273,25.2,203,08-05-2025,14-05-2025
Coca-Cola Chips 2kg,24.87,274,31.0,194,08-05-2025,14-05-2025
Tata Tea 6x250ml,264.37,126,334.91,75,08-05-2025,14-05-2025
Tata Oil 2kg,48.12,235,52.81,163,08-05-2025,14-05-2025
Surf Excel Tea 200g,224.05,155,247.4,146,08-05-2025,14-05-2025
Colgate Sanitizer 5kg,221.24,267,254.86,181,08-05-2025,14-05-2025
Parle Noodles 200g,260.34,306,309.45,249,08-05-2025,14-05-2025
Kellogg's Toothpaste 200g,30.14,193,37.0,157,08-05-2025,14-05-2025
Dettol Toothpaste 250g,68.03,374,76.27,323,08-05-2025,14-05-2025
Dettol Sanitizer 6x250ml,87.99,317,100.6,238,08-05-2025,14-05-2025
Haldiram Rice 1L,48.54,181,56.88,114,08-05-2025,14-05-2025
Colgate Oil 500g,139.89,274,176.37,167,08-05-2025,14-05-2025
Aashirvaad Energy Drink 500g,61.11,325,71.64,210,08-05-2025,14-05-2025
Surf Excel Sanitizer 500g,212.96,302,239.4,190,08-05-2025,14-05-2025
Haldiram Sanitizer 1kg,83.97,201,97.62,148,08-05-2025,14-05-2025
Horlicks Soap 750g,248.53,158,291.04,145,08-05-2025,14-05-2025
Pepsi Ketchup 5kg,216.45,289,263.39,200,08-05-2025,14-05-2025
Colgate Chocolate 1kg,31.78,210,36.28,174,08-05-2025,14-05-2025
Parle Toothpaste 6x250ml,70.3,329,91.77,312,08-05-2025,14-05-2025
Cadbury Chocolate 750g,234.71,364,267.91,344,08-05-2025,14-05-2025
Haldiram Ketchup 500g,279.12,297,356.38,250,08-05-2025,14-05-2025
Nestlé Toothpaste 200g,269.82,286,301.28,215,08-05-2025,14-05-2025
Nescafé Chocolate 5kg,29.46,254,36.04,178,08-05-2025,14-05-2025
Amul Noodles 500g,35.58,206,39.92,140,08-05-2025,14-05-2025
Godrej Biscuit 2kg,197.31,207,215.37,199,08-05-2025,14-05-2025
Coca-Cola Noodles 200g,140.75,315,154.53,312,08-05-2025,14-05-2025
Maggi Rice 1L,287.59,193,321.2,183,08-05-2025,14-05-2025
Pepsi Detergent 5kg,186.98,194,213.5,175,08-05-2025,14-05-2025
Colgate Soap 2kg,139.65,285,179.27,258,08-05-2025,14-05-2025
Dove Rice 750g,162.58,236,200.82,201,08-05-2025,14-05-2025
Lay's Noodles 500g,275.04,256,308.91,206,08-05-2025,14-05-2025
Nescafé Atta 5kg,286.09,125,359.75,95,08-05-2025,14-05-2025
Kellogg's Sanitizer 2kg,84.39,352,107.48,282,08-05-2025,14-05-2025
Horlicks Ketchup 5kg,212.14,263,275.29,238,08-05-2025,14-05-2025
Cadbury Oil 100g,144.25,316,166.22,231,08-05-2025,14-05-2025
Kellogg's Sanitizer 750g,262.37,381,301.64,355,08-05-2025,14-05-2025
Aashirvaad Shampoo 1kg,140.17,183,156.99,153,08-05-2025,14-05-2025
Britannia Butter 2kg,143.83,346,179.61,317,08-05-2025,14-05-2025
Parle Chocolate 250g,170.04,262,209.34,253,08-05-2025,14-05-2025
Maggi Atta 500g,106.65,247,126.11,205,08-05-2025,14-05-2025
Coca-Cola Biscuit 5kg,291.42,123,328.38,119,08-05-2025,14-05-2025
Nescafé Coffee 1L,264.79,278,323.86,259,08-05-2025,14-05-2025
Tata Shampoo 100g,133.66,143,148.71,111,08-05-2025,14-05-2025
Haldiram Oil 500g,61.49,363,71.59,347,08-05-2025,14-05-2025
Maggi Atta 2kg,69.93,339,85.91,323,08-05-2025,14-05-2025
Godrej Sanitizer 500g,84.09,183,98.64,117,08-05-2025,14-05-2025
Pepsi Biscuit 1kg,293.64,215,366.71,160,08-05-2025,14-05-2025
Surf Excel Biscuit 1kg,38.91,163,45.83,98,08-05-2025,14-05-2025
Coca-Cola Oil 1kg,268.86,365,311.96,251,08-05-2025,14-05-2025
Horlicks Ketchup 500g,73.61,273,91.59,210,08-05-2025,14-05-2025
Horlicks Salt 250g,158.05,373,177.11,257,08-05-2025,14-05-2025
Maggi Corn Flakes 1kg,25.47,310,30.5,197,08-05-2025,14-05-2025
Kellogg's Oil 100g,265.1,207,304.01,147,08-05-2025,14-05-2025
Amul Chocolate 1L,104.92,341,133.59,233,08-05-2025,14-05-2025
