Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
Surf Excel Chocolate 250g,136.34,347,169.21,232,29-05-2025,04-06-2025
Coca-Cola Oil 500g,115.15,227,141.57,163,29-05-2025,04-06-2025
Tata Biscuit 100g,117.49,317,151.52,296,29-05-2025,04-06-2025
Nescafé Shampoo 6x250ml,269.72,305,351.71,206,29-05-2025,04-06-2025
Amul Sanitizer 100g,66.89,141,80.71,92,29-05-2025,04-06-2025
Cadbury Lentils 750g,143.73,337,164.51,270,29-05-2025,04-06-2025
Amul Ketchup 750g,30.22,273,33.72,175,29-05-2025,04-06-2025
Nescafé Noodles 250g,218.12,169,280.05,142,29-05-2025,04-06-2025
Maggi Chocolate 750g,283.71,313,362.0,220,29-05-2025,04-06-2025
Cadbury Ketchup 2kg,287.16,296,341.83,269,29-05-2025,04-06-2025
Colgate Noodles 750g,122.35,232,140.23,146,29-05-2025,04-06-2025
Coca-Cola Biscuit 1kg,192.45,364,227.91,324,29-05-2025,04-06-2025
Nestlé Biscuit 5kg,235.65,259,279.51,172,29-05-2025,04-06-2025
Haldiram Corn Flakes 1kg,228.41,363,278.6,300,29-05-2025,04-06-2025
Amul Energy Drink 250g,208.95,318,258.95,204,29-05-2025,04-06-2025
Tata Coffee 250g,222.09,199,254.47,146,29-05-2025,04-06-2025
Britannia Shampoo 750g,31.84,200,35.54,137,29-05-2025,04-06-2025
Coca-Cola Coffee 500g,263.23,292,315.42,233,29-05-2025,04-06-2025
Horlicks Salt 750g,143.82,307,188.09,282,29-05-2025,04-06-2025
Maggi Energy Drink 1L,21.74,177,28.17,118,29-05-2025,04-06-2025
Maggi Biscuit 1kg,168.13,348,199.71,280,29-05-2025,04-06-2025
Dettol Oil 250g,180.78,329,211.06,324,29-05-2025,04-06-2025
Nescafé Biscuit 500g,201.17,182,230.97,181,29-05-2025,04-06-2025
Lay's Detergent 100g,130.16,326,162.64,290,29-05-2025,04-06-2025
Nescafé Noodles 500g,115.37,283,144.81,220,29-05-2025,04-06-2025
Aashirvaad Atta 6x250ml,298.49,247,324.27,232,29-05-2025,04-06-2025
Nestlé Noodles 500g,256.82,259,298.34,241,29-05-2025,04-06-2025
Godrej Salt 6x250ml,263.79,178,316.42,122,29-05-2025,04-06-2025
Kellogg's Salt 500g,70.34,204,81.14,169,29-05-2025,04-06-2025
Coca-Cola Tea 1L,65.7,216,82.88,209,29-05-2025,04-06-2025
Haldiram Biscuit 100g,202.82,378,255.9,246,29-05-2025,04-06-2025
Pepsi Chips 1L,160.57,265,199.04,202,29-05-2025,04-06-2025
Kellogg's Shampoo 5kg,295.82,168,384.66,143,29-05-2025,04-06-2025
Surf Excel Oil 100g,194.14,196,236.72,184,29-05-2025,04-06-2025
Haldiram Biscuit 500g,191.25,305,243.83,216,29-05-2025,04-06-2025
Britannia Atta 1L,131.58,178,170.82,129,29-05-2025,04-06-2025
Parle Tea 500g,262.3,131,329.98,89,29-05-2025,04-06-2025
Lay's Lentils 2kg,42.99,250,50.38,234,29-05-2025,04-06-2025
Coca-Cola Salt 750g,250.02,159,281.65,136,29-05-2025,04-06-2025
Britannia Ketchup 100g,195.29,156,235.99,136,29-05-2025,04-06-2025
Dove Coffee 5kg,67.15,274,74.67,244,29-05-2025,04-06-2025
Kellogg's Salt 200g,22.68,260,25.41,210,29-05-2025,04-06-2025
Coca-Cola Chips 2kg,24.87,130,31.26,98,29-05-2025,04-06-2025
Tata Tea 6x250ml,264.37,314,333.41,308,29-05-2025,04-06-2025
Tata Oil 2kg,48.12,333,54.05,263,29-05-2025,04-06-2025
Surf Excel Tea 200g,224.05,245,245.17,231,29-05-2025,04-06-2025
Colgate Sanitizer 5kg,221.24,158,258.3,117,29-05-2025,04-06-2025
Parle Noodles 200g,260.34,370,311.27,245,29-05-2025,04-06-2025
Kellogg's Toothpaste 200g,30.14,261,36.69,205,29-05-2025,04-06-2025
Dettol Toothpaste 250g,68.03,251,77.86,181,29-05-2025,04-06-2025
Dettol Sanitizer 6x250ml,87.99,122,99.66,119,29-05-2025,04-06-2025
Haldiram Rice 1L,48.54,120,56.02,77,29-05-2025,04-06-2025
Colgate Oil 500g,139.89,210,178.24,160,29-05-2025,04-06-2025
Aashirvaad Energy Drink 500g,61.11,368,72.6,226,29-05-2025,04-06-2025
Surf Excel Sanitizer 500g,212.96,233,238.22,181,29-05-2025,04-06-2025
Haldiram Sanitizer 1kg,83.97,120,100.6,118,29-05-2025,04-06-2025
Horlicks Soap 750g,248.53,298,285.03,258,29-05-2025,04-06-2025
Pepsi Ketchup 5kg,216.45,233,264.48,167,29-05-2025,04-06-2025
Colgate Chocolate 1kg,31.78,251,36.81,230,29-05-2025,04-06-2025
Parle Toothpaste 6x250ml,70.3,280,91.64,233,29-05-2025,04-06-2025
Cadbury Chocolate 750g,234.71,214,263.2,130,29-05-2025,04-06-2025
Haldiram Ketchup 500g,279.12,357,354.53,261,29-05-2025,04-06-2025
Nestlé Toothpaste 200g,269.82,395,294.73,274,29-05-2025,04-06-2025
Nescafé Chocolate 5kg,29.46,201,35.22,180,29-05-2025,04-06-2025
Amul Noodles 500g,35.58,196,40.11,144,29-05-2025,04-06-2025
Godrej Biscuit 2kg,197.31,123,218.35,109,29-05-2025,04-06-2025
Coca-Cola Noodles 200g,140.75,128,154.98,117,29-05-2025,04-06-2025
Maggi Rice 1L,287.59,121,319.83,95,29-05-2025,04-06-2025
Pepsi Detergent 5kg,186.98,370,213.86,252,29-05-2025,04-06-2025
Colgate Soap 2kg,139.65,396,178.68,323,29-05-2025,04-06-2025
Dove Rice 750g,162.58,306,198.65,234,29-05-2025,04-06-2025
Lay's Noodles 500g,275.04,294,303.74,266,29-05-2025,04-06-2025
Nescafé Atta 5kg,286.09,292,357.22,272,29-05-2025,04-06-2025
Kellogg's Sanitizer 2kg,84.39,393,105.32,282,29-05-2025,04-06-2025
Horlicks Ketchup 5kg,212.14,397,276.68,345,29-05-2025,04-06-2025
Cadbury Oil 100g,144.25,327,165.26,266,29-05-2025,04-06-2025
Kellogg's Sanitizer 750g,262.37,214,300.87,128,29-05-2025,04-06-2025
