Product_Name,Price_Bought,Quantity_Bought,Price_Sold,Quantity_Sold,Start_Date,End_Date
DMart Premia Sugar,310,223,309.84,206,01-03-2025,07-03-2025
DMart Premia Groundnut,121,175,126.46,144,01-03-2025,07-03-2025
DMart Premia Badam (Almonds),670,294,584.04,246,01-03-2025,07-03-2025
DMart Premia Jeera,108,253,107.4,211,01-03-2025,07-03-2025
DMart Premia Poha Jada,86,120,80.07,86,01-03-2025,07-03-2025
DMart Premia Regular Kaju (Cashews) - 320,706,223,634.96,197,01-03-2025,07-03-2025
Premium Jaggery,90,246,94.11,239,01-03-2025,07-03-2025
DMart Premia Kismis Indian (Raisins),281,174,282.13,164,01-03-2025,07-03-2025
DMart Premia Green Elaichi,326,274,304.74,201,01-03-2025,07-03-2025
DMart Premia Til White,127,243,115.78,181,01-03-2025,07-03-2025
DMart Premia Sabudana,77,327,70.84,235,01-03-2025,07-03-2025
DMart Premia Green Elaichi Economy,58,377,58.55,350,01-03-2025,07-03-2025
DMart Premia Akrod Magaj (Walnut Kernels),300,106,282.8,102,01-03-2025,07-03-2025
DMart Premia Black Pepper,172,280,166.77,245,01-03-2025,07-03-2025
DMart Premia Pista Plain (Pistachios),358,383,329.65,319,01-03-2025,07-03-2025
DMart Premia Dry Coconut,285,360,253.23,349,01-03-2025,07-03-2025
Keshar Premium Natural Jaggery Jar,125,321,123.65,226,01-03-2025,07-03-2025
DMart Premia Daliya,98,122,87.96,85,01-03-2025,07-03-2025
DMart Premia Dhaniya,141,153,133.21,133,01-03-2025,07-03-2025
DMart Premia Anjeer (Figs),256,333,254.2,325,01-03-2025,07-03-2025
DMart Premia Haldi Powder,72,106,73.81,82,01-03-2025,07-03-2025
DMart Premia Badishep,126,261,127.21,208,01-03-2025,07-03-2025
DMart Premia Kaju Tukda (Cashews),376,117,323.77,98,01-03-2025,07-03-2025
Date Crown Fard (Khajur),315,390,304.16,307,01-03-2025,07-03-2025
DMart Premia Kashmiri Chilli Powder,705,218,615.51,214,01-03-2025,07-03-2025
Mamra (Puffed Rice),60,126,52.52,98,01-03-2025,07-03-2025
DMart Premia Khas Khas,102,209,97.73,182,01-03-2025,07-03-2025
DMart Premia Lukhnowi Badishep,78,381,68.59,355,01-03-2025,07-03-2025
DMart Premia Coconut Powder,127,117,129.79,83,01-03-2025,07-03-2025
DMart Premia Cassia Taj,94,183,95.09,134,01-03-2025,07-03-2025
DMart Premia Kashmiri Chilli Powder Deluxe,380,341,349.56,258,01-03-2025,07-03-2025
DMart Premia Ajma,48,274,47.38,234,01-03-2025,07-03-2025
DMart Premia Emli,161,368,167.88,315,01-03-2025,07-03-2025
Jaggery,90,373,83.7,268,01-03-2025,07-03-2025
DMart Premia Lawang,47,318,41.81,290,01-03-2025,07-03-2025
DMart Premia Poha Patla,55,254,56.76,210,01-03-2025,07-03-2025
DMart Premia Rai Small,33,255,31.01,179,01-03-2025,07-03-2025
DMart Premia Rai,30,333,28.92,253,01-03-2025,07-03-2025
DMart Premia Guntur Chilli,41,312,37.53,309,01-03-2025,07-03-2025
DMart Premia Jeera Powder Deluxe,52,299,48.73,209,01-03-2025,07-03-2025
DMart Premia Pista Salty (Pistachio),400,369,415.11,278,01-03-2025,07-03-2025
DMart Premia Kismis Black,68,272,68.89,247,01-03-2025,07-03-2025
DMart Premia Kaju Special (Cashews) - 240,780,288,814.66,257,01-03-2025,07-03-2025
DMart Premia Dhania Powder Deluxe,150,136,139.01,121,01-03-2025,07-03-2025
DMart Premia Roasted Badishep,30,196,30.25,178,01-03-2025,07-03-2025
DMart Premia Poha Basmati,74,245,70.5,195,01-03-2025,07-03-2025
DMart Premia Kasoori Methi,86,163,81.2,126,01-03-2025,07-03-2025
DMart Premia Sabudana Small,44,286,44.82,207,01-03-2025,07-03-2025
DMart Premia Soyawadi,31,299,30.99,291,01-03-2025,07-03-2025
DMart Premia Star Anise (Badiyan),149,351,148.24,346,01-03-2025,07-03-2025
DMart Premia Masala Elaichi,498,314,472.35,223,01-03-2025,07-03-2025
DMart Premia Til Black,76,168,74.72,136,01-03-2025,07-03-2025
DMart Premia Black Pepper Powder,170,359,145.29,338,01-03-2025,07-03-2025
DMart Premia Methi,15,198,14.34,156,01-03-2025,07-03-2025
DMart Premia Red Dried Dates (Kharik),272,116,274.05,107,01-03-2025,07-03-2025
DMart Premia Haldi Powder Deluxe,215,127,183.06,121,01-03-2025,07-03-2025
DMart Premia Mixed Dry Fruits,396,265,393.07,255,01-03-2025,07-03-2025
DMart Premia Dhania Powder,53,212,47.15,186,01-03-2025,07-03-2025
DMart Premia Garam Masala Powder Deluxe,72,171,65.06,122,01-03-2025,07-03-2025
Date Crown Bumaan Dates,155,103,161.49,72,01-03-2025,07-03-2025
DMart Premia Chilli Kashmiri,98,270,100.13,268,01-03-2025,07-03-2025
DMart Premia Alsi,17,337,15.61,252,01-03-2025,07-03-2025
DMart Premia Dhaniya Dal,49,179,46.15,168,01-03-2025,07-03-2025
DMart Premia Dinkh (Edible Gum),59,374,58.2,339,01-03-2025,07-03-2025
DMart Premia Dhania Jeera Mix Khandela,68,111,59.19,97,01-03-2025,07-03-2025
DMart Premia Jaipatri (Mace),160,261,140.62,228,01-03-2025,07-03-2025
DMart Premia Malwani Masala Deluxe,135,309,132.31,221,01-03-2025,07-03-2025
Kolhapuri Surati Kurmura,80,315,69.9,268,01-03-2025,07-03-2025
DMart Premia Soyabean,69,161,66.68,140,01-03-2025,07-03-2025
DMart Premia Sugar Crystals (Khadi Shakkar),25,315,22.62,294,01-03-2025,07-03-2025
DMart Premia Bedgi Chilli,65,320,62.35,289,01-03-2025,07-03-2025
DMart Premia Amsul Wet Kokam,163,332,161.95,271,01-03-2025,07-03-2025
DMart Premia Ginger Powder,73,113,70.39,94,01-03-2025,07-03-2025
Emperor Royal Peacock Seeded Dates (Khajur),150,262,141.7,198,01-03-2025,07-03-2025
DMart Premia Tej Patta,32,290,30.47,280,01-03-2025,07-03-2025
DMart Premia Sugar Candy,34,140,33.97,136,01-03-2025,07-03-2025
DMart Premia Kismis Selected (Raisins),229,356,233.39,252,01-03-2025,07-03-2025
Falcon Zahdi Dates Seedless,160,225,150.61,203,01-03-2025,07-03-2025
Falcon UAE Dates Seedless (Khajur),200,157,200.13,123,01-03-2025,07-03-2025
DMart Premia Sabja (Basil Seeds),39,212,39.54,152,01-03-2025,07-03-2025
DMart Premia Kaju (Cashews) - 210,216,282,207.59,254,01-03-2025,07-03-2025
DMart Premia Jaifal,68,267,67.67,220,01-03-2025,07-03-2025
DMart Premia Kalvanji,52,130,50.79,120,01-03-2025,07-03-2025
DMart Premia Eating Soda,24,345,21.94,312,01-03-2025,07-03-2025
DMart Premia Dry Ginger (Sunth),84,141,77.95,136,01-03-2025,07-03-2025
Emperor Dates - Deseeded Dates,170,129,158.09,91,01-03-2025,07-03-2025
DMart Premia Kokam Rind Lonavala,131,149,113.51,146,01-03-2025,07-03-2025
Zele Kolhapuri Bhadang Kurmura Sadha,45,310,46.68,246,01-03-2025,07-03-2025
DMart Premia Reshampatti Chilli Khandela,220,366,204.26,260,01-03-2025,07-03-2025
Emperor Dates - Dates with Seed,110,214,95.56,193,01-03-2025,07-03-2025
Falcon Aqaba Dates,150,160,144.04,154,01-03-2025,07-03-2025
Falcon UAE Dates Seeded,165,142,150.53,113,01-03-2025,07-03-2025
DMart Premia Sunday Mix Masala,133,186,129.11,138,01-03-2025,07-03-2025
DMart Premia Sakariya,24,353,24.2,287,01-03-2025,07-03-2025
DMart Premia Halim,28,205,24.81,177,01-03-2025,07-03-2025
Dates Crown Deseeded Black Dates (Khajur),180,143,169.98,104,01-03-2025,07-03-2025
DMart Premia Jardalu,100,194,102.77,179,01-03-2025,07-03-2025
DMart Premia Dagad Phool (Black Stone Flower),72,185,68.16,147,01-03-2025,07-03-2025
DMart Premia Dhania Khandela,53,334,51.62,272,01-03-2025,07-03-2025
DMart Premia Nimbu Phool (Citric Acid),19,386,17.83,373,01-03-2025,07-03-2025
DMart Premia Black Dried Dates (Kharik),159,115,152.61,101,01-03-2025,07-03-2025
DMart Premia Mix Masala,135,278,128.01,234,01-03-2025,07-03-2025
DMart Premia Chana Dal,130,146,131.49,107,01-03-2025,07-03-2025
DMart Swaad Chana Dal,105,201,91.98,142,01-03-2025,07-03-2025
Tata Sampann Chana Dal,75,281,69.13,213,01-03-2025,07-03-2025
DMart Healthy Choice Unpolished Chana Dal,139,344,141.99,325,01-03-2025,07-03-2025
Tata Sampann 100% Organic Unpolished Chana Dal,230,386,230.0,289,01-03-2025,07-03-2025
Satyam Chana Dal,90,366,86.23,257,01-03-2025,07-03-2025
DMart Premia Moong Dal,183,111,181.67,105,01-03-2025,07-03-2025
DMart Swaad Moong Dal,153,138,152.62,128,01-03-2025,07-03-2025
Tata Sampann Moong Dal,205,141,203.98,135,01-03-2025,07-03-2025
DMart Premia Moong Dal Chilti,177,256,171.58,238,01-03-2025,07-03-2025
Tata Sampann Moong Chilka,94,210,82.34,198,01-03-2025,07-03-2025
Satyam Moong Dal,129,236,135.27,218,01-03-2025,07-03-2025
DMart Healthy Choice Unpolished Moong Dal,207,124,176.14,110,01-03-2025,07-03-2025
Tata Sampann 100% Organic Unpolished Moong Dal,270,235,272.72,214,01-03-2025,07-03-2025
Organic Tattva Moong Dal Yellow Split,310,131,271.64,92,01-03-2025,07-03-2025
Satyam Moong Chilti,126,134,113.65,94,01-03-2025,07-03-2025
Organic Tattva Moong Dal Whole,145,388,130.25,357,01-03-2025,07-03-2025
Tata Sampann Unpolished Toor Dal,224,321,221.24,225,01-03-2025,07-03-2025
DMart Swaad Toor Dal,156,367,151.28,328,01-03-2025,07-03-2025
DMart Premia Tur Dal Latur,187,250,192.17,246,01-03-2025,07-03-2025
DMart Premia Tur Dal Premium Gujarat,113,250,115.71,245,01-03-2025,07-03-2025
Tata Sampann 100% Organic Unpolished Toor Dal,290,384,255.58,350,01-03-2025,07-03-2025
Satyam Tur (Toor) Dal,136,129,118.06,108,01-03-2025,07-03-2025
Organic Tattva Arhar Tur Dal,365,148,313.41,109,01-03-2025,07-03-2025
DMart Healthy Choice Unpolished Toor Dal,218,346,210.65,270,01-03-2025,07-03-2025
Satyam Toor Dal Oily,139,238,129.3,209,01-03-2025,07-03-2025
Toor Dal Oily,800,185,708.29,172,01-03-2025,07-03-2025
DMart Premia Udid (Urad) Dal,205,266,187.89,229,01-03-2025,07-03-2025
DMart Swaad Urad Dal,154,242,135.23,181,01-03-2025,07-03-2025
Tata Sampann Urad Dal,235,106,234.84,79,01-03-2025,07-03-2025
DMart Premia Udid (Urad) Dal Chilti,98,120,86.65,89,01-03-2025,07-03-2025
DMart Premia Urad Dal Premium,126,353,112.22,316,01-03-2025,07-03-2025
Satyam Udid (Urad) Dal,136,351,137.99,268,01-03-2025,07-03-2025
Organic Tattva Urad Dal Whole White,175,263,159.55,205,01-03-2025,07-03-2025
Tata Sampann Organic Unpolished Urad Dal,150,167,136.55,156,01-03-2025,07-03-2025
Organic Tattva Urad Dal White Split,170,252,157.76,176,01-03-2025,07-03-2025
DMart Premia Masoor Dal,135,140,117.97,123,01-03-2025,07-03-2025
DMart Swaad Masoor Dal,120,255,109.46,182,01-03-2025,07-03-2025
Tata Sampann Masoor Dal,164,207,156.24,183,01-03-2025,07-03-2025
Satyam Masur Dal,90,193,85.06,175,01-03-2025,07-03-2025
Tata Sampan 100% Organic Unpolished Masoor Dal,120,349,105.13,293,01-03-2025,07-03-2025
DMart Premia Daliya,98,168,91.63,123,01-03-2025,07-03-2025
Satyam Dalia,59,205,53.12,156,01-03-2025,07-03-2025
DMart Premia Mix Dal,173,308,171.87,277,01-03-2025,07-03-2025
DMart Premia Rajma Kashmiri,102,324,98.46,297,01-03-2025,07-03-2025
DMart Premia Rajma White,125,133,114.95,127,01-03-2025,07-03-2025
DMart Premia Rajma Red Small,91,239,92.18,232,01-03-2025,07-03-2025
Satyam Rajma Pink,132,224,114.03,193,01-03-2025,07-03-2025
Satyam Rajma Sharmili,149,357,135.53,278,01-03-2025,07-03-2025
Tata Sampann Organic Unpolished Rajma Red,150,335,144.02,242,01-03-2025,07-03-2025
Tata Sampann Unpolished Rajma (Chitra),106,305,92.75,303,01-03-2025,07-03-2025
DMart Premia Chowli Premium,120,177,124.69,145,01-03-2025,07-03-2025
DMart Premia Chowli Small,175,125,164.18,95,01-03-2025,07-03-2025
DMart Premia Chowli Red,89,348,82.14,291,01-03-2025,07-03-2025
Satyam Chowla,168,399,166.12,338,01-03-2025,07-03-2025
DMart Premia Ranguni Wal,81,382,82.39,319,01-03-2025,07-03-2025
DMart Premia Soyawadi,31,345,32.0,277,01-03-2025,07-03-2025
Nutrela Soya Mini Chunks,50,186,49.63,132,01-03-2025,07-03-2025
Saffola Mealmaker Soya Chunks,150,399,135.95,293,01-03-2025,07-03-2025
Nutrela Soya Chunks,50,349,48.2,345,01-03-2025,07-03-2025
DMart Premia Soyabean,69,249,60.91,221,01-03-2025,07-03-2025
DMart Premia Mini Soya Chunks,34,114,34.68,100,01-03-2025,07-03-2025
Nutrela Soya Granules,50,243,43.73,182,01-03-2025,07-03-2025
DMart Premia Desi Kabuli Chana,214,246,192.82,193,01-03-2025,07-03-2025
DMart Swaad Kabuli Chana,83,117,86.87,115,01-03-2025,07-03-2025
Satyam Kabuli Chana,149,353,140.92,299,01-03-2025,07-03-2025
Organic Tattva Kabuli Chana,199,259,207.56,213,01-03-2025,07-03-2025
Tata Sampann Organic Unpolished Kabuli Chana,165,182,151.02,140,01-03-2025,07-03-2025
DMart Premia Chana Small,121,141,118.01,133,01-03-2025,07-03-2025
DMart Premia Chana Big,83,166,75.63,135,01-03-2025,07-03-2025
DMart Premia Chana Green,92,381,95.82,301,01-03-2025,07-03-2025
Satyam Chana Small,83,306,74.83,279,01-03-2025,07-03-2025
Organic Tattva Kala Chana,120,370,104.92,280,01-03-2025,07-03-2025
Tata Sampann Organic Unpolished (Kala) Chana,110,243,94.92,195,01-03-2025,07-03-2025
Satyam Chana Mosambi,109,169,101.92,141,01-03-2025,07-03-2025
Satyam Chana Green,96,304,90.84,227,01-03-2025,07-03-2025
DMart Swaad Urad Whole White,149,214,144.99,211,01-03-2025,07-03-2025
DMart Premia Udid Black,92,207,80.22,158,01-03-2025,07-03-2025
DMart Premia Udid,100,373,96.07,275,01-03-2025,07-03-2025
Satyam Udid (Urad) Whole,136,263,122.87,206,01-03-2025,07-03-2025
Tata Sampann Unpolished Urad Kali,206,103,213.58,88,01-03-2025,07-03-2025
DMart Premia Moong Whole: 1 Kg,194,399,166.27,324,01-03-2025,07-03-2025
DMart Premia Moong Whole Small,91,105,83.39,87,01-03-2025,07-03-2025
Satyam Moong Whole,129,259,116.02,198,01-03-2025,07-03-2025
DMart Premia Vatana Black,82,217,74.09,170,01-03-2025,07-03-2025
DMart Premia Matki,131,347,119.12,276,01-03-2025,07-03-2025
DMart Premia Masoor Whole,128,288,117.89,211,01-03-2025,07-03-2025
Satyam Masoor Whole,90,153,77.36,145,01-03-2025,07-03-2025
DMart Premia Vatana White,53,115,51.8,102,01-03-2025,07-03-2025
DMart Premia Vatana Green,97,318,87.44,313,01-03-2025,07-03-2025
Satyam Safed (White) Vatana,86,320,87.64,273,01-03-2025,07-03-2025
Satyam Vatana Green,129,384,113.55,302,01-03-2025,07-03-2025
Satyam Vatana Black,86,148,87.43,125,01-03-2025,07-03-2025
DMart Premia Matki Small,109,137,108.86,107,01-03-2025,07-03-2025
DMart Premia Wal,113,397,113.63,384,01-03-2025,07-03-2025
DMart Premia Mix Chana-Vatna (Sprout),78,214,76.68,183,01-03-2025,07-03-2025
DMart Premia Mix Pulse (Sprout),97,170,93.0,145,01-03-2025,07-03-2025
Satyam Math (Matki),109,238,95.17,190,01-03-2025,07-03-2025
Satyam Wal Kadwa,155,271,139.26,205,01-03-2025,07-03-2025
DMart Premia Wal Papdi,95,285,97.29,275,01-03-2025,07-03-2025
DMart Premia Groundnut,121,301,118.37,220,01-03-2025,07-03-2025
Satyam Singdana (Groundnut),117,122,102.03,99,01-03-2025,07-03-2025
Organic Tattva Groundnuts (Peanuts),185,270,187.61,213,01-03-2025,07-03-2025
24 Mantra Organic Peanut,170,142,174.87,116,01-03-2025,07-03-2025
Desi Memories Salted Peanut With Skin,90,392,86.46,357,01-03-2025,07-03-2025
Desi Memories Salted Peanut,90,125,90.03,98,01-03-2025,07-03-2025
Desi Memories Groundnut,99,175,91.91,165,01-03-2025,07-03-2025
ProV Select California Almonds,1349,333,1343.19,266,01-03-2025,07-03-2025
DMart Premia Badam (Almonds),670,364,580.86,355,01-03-2025,07-03-2025
Prov Independence California Almonds,749,199,691.55,160,01-03-2025,07-03-2025
Nutraj California Almonds,1149,267,1056.14,220,01-03-2025,07-03-2025
DMart Swaad Badam,582,242,527.58,201,01-03-2025,07-03-2025
DMart Premia Badam American,1224,235,1235.64,165,01-03-2025,07-03-2025
Wonderland California Almonds,799,139,755.02,128,01-03-2025,07-03-2025
DMart Premia Mamra Badam,691,131,691.47,112,01-03-2025,07-03-2025
Nutraj Almond,299,102,275.98,79,01-03-2025,07-03-2025
KMK Almond Mamra (Badam),750,213,709.08,195,01-03-2025,07-03-2025
DMart Premia Almonds Salted,230,229,204.94,207,01-03-2025,07-03-2025
KMK Almond American (Badam),258,378,252.74,362,01-03-2025,07-03-2025
DMart Premia Almonds Smoked,230,142,202.37,140,01-03-2025,07-03-2025
Tata Sampann California Almonds Whole,314,336,324.8,235,01-03-2025,07-03-2025
ProV Select California Almonds,749,247,747.35,202,01-03-2025,07-03-2025
Borges Almonds Blanched & Roasted,1500,101,1459.84,77,01-03-2025,07-03-2025
Borges Almonds Roasted,1400,372,1242.15,329,01-03-2025,07-03-2025
Mahaa Rajaa Ayush Almond,349,316,328.38,224,01-03-2025,07-03-2025
Mahaa Rajaa Majestic Almonds,799,111,801.61,90,01-03-2025,07-03-2025
Nutraj Cashews,699,294,624.46,208,01-03-2025,07-03-2025
Nutraj Cashew Nuts,1499,368,1386.72,315,01-03-2025,07-03-2025
Kalbavi Popular Cashews,649,188,578.19,158,01-03-2025,07-03-2025
DMart Premia Regular Kaju (Cashews) - 320,706,353,644.42,294,01-03-2025,07-03-2025
DMart Premia Kaju,680,165,625.55,118,01-03-2025,07-03-2025
ProV Select Cashews,849,374,856.73,363,01-03-2025,07-03-2025
DMart Swaad Kaju,618,223,547.75,176,01-03-2025,07-03-2025
DMart Premia Kaju Tukda (Cashews),376,164,325.44,147,01-03-2025,07-03-2025
Wonderland Cashews,770,321,802.02,299,01-03-2025,07-03-2025
Kokan Gem Goa Cashew Classic (Kaju),650,344,566.05,324,01-03-2025,07-03-2025
Kalbavi Cashews (Kaju),699,139,703.64,110,01-03-2025,07-03-2025
DMart Premia Cashew Broken,698,179,651.9,178,01-03-2025,07-03-2025
DMart Premia Kaju Special (Cashews) - 240,780,262,752.73,189,01-03-2025,07-03-2025
DMart Premia Cashews Salted,240,247,239.51,178,01-03-2025,07-03-2025
Kokan Gem Goa Cashew Premium (Kaju),750,133,678.24,131,01-03-2025,07-03-2025
DMart Premia Cashews Black Pepper,240,362,226.25,288,01-03-2025,07-03-2025
KMK Cashew Nut (Kaju),325,243,312.1,216,01-03-2025,07-03-2025
DMart Premia Kaju (Cashews) - 210,216,103,185.08,100,01-03-2025,07-03-2025
Tata Sampann Premium Cashews Whole,315,131,295.15,106,01-03-2025,07-03-2025
Mahaa Rajaa Ayush Cashew,429,356,371.17,296,01-03-2025,07-03-2025
Nutraj Pista,699,351,650.42,303,01-03-2025,07-03-2025
ProV Select California Roasted & Salted Pistachios,799,277,684.05,214,01-03-2025,07-03-2025
DMart Premia Pista Plain (Pistachios),358,155,328.66,121,01-03-2025,07-03-2025
DMart Swaad Pista,575,105,493.71,82,01-03-2025,07-03-2025
Nutraj Premium California Pistachios (Pista),379,332,370.41,314,01-03-2025,07-03-2025
DMart Premia Pista Salty (Pistachio),400,127,357.2,92,01-03-2025,07-03-2025
Wonderland Roasted & Salted California Pista,725,214,665.87,153,01-03-2025,07-03-2025
Prov Select Pistachio Roasted & Salted,1499,379,1333.58,278,01-03-2025,07-03-2025
